"","rowname","colname","p_F_all","R_F_all"
"4109","2-Hydroxyglutarate","Myristic Acid",1.30454808013176e-16,-0.217634574570712
"4110","Guanosine","Ornithine",1.31223308737791e-16,-0.241237378609557
"4111","Glycine","Hypotaurine",1.31797212704741e-16,-0.209306064698694
"4112","Arginine","Sucrose",1.31908728281028e-16,0.22824618946556
"4113","Fructose","Methionine",1.32632512603147e-16,-0.349926040259824
"4114","6-Methyladenosine","G6P",1.33071598281447e-16,-0.348157437777349
"4115","6-Methyladenosine","G1P/F1P/F6P",1.35487727131307e-16,-0.358029455270436
"4116","5'-Methylthioadenosine","S-Adenosylmethionine (SAM)",1.37944171727966e-16,0.275130233455528
"4117","Ornithine","Sorbitol",1.38393821436525e-16,0.200977554826677
"4118","n-Glycylproline","Sedoheptulose 7-Phosphate",1.39167053401733e-16,0.280307415267863
"4119","Glucoronate","Glutaric Acid",1.39636367825892e-16,-0.168049392243874
"4120","Dimethylarginine (A/SDMA)","N-Acetyl-Aspartate (NAA)",1.41830890718937e-16,-0.252556434497395
"4121","S-Methylcysteine","Serine",1.4360977307821e-16,0.26651231590456
"4122","Glucosamine","Nicotinic Acid",1.44416455520863e-16,-0.319184513473535
"4123","Linolenic Acid","N-Ac-Phenylalanine",1.44416455520863e-16,0.25644735995884
"4124","5-Methylcytidine","Palmitic Acid",1.45978006140987e-16,0.364685831886295
"4125","G6P","Hydrocinnamic Acid",1.47911095913785e-16,-0.306547044826034
"4126","Pyridoxamine","Uridine",1.48683246830129e-16,-0.252299183227217
"4127","Homocitrulline","Myristic Acid",1.49950868850744e-16,-0.234162968679658
"4128","Histamine","Proline",1.50858855014835e-16,-0.381246382404013
"4129","Arginine","L-Kynurenine",1.54497556793394e-16,-0.209499003151328
"4130","Homoarginine","Succinylcarnitine",1.54973023847396e-16,0.0852466396552833
"4131","Ethanolamine","Retinol",1.5710805661978e-16,0.208405685253071
"4132","Arginine","Uridine",1.64043420128771e-16,-0.227892468969066
"4133","Cytidine","Sucrose",1.6420325542348e-16,-0.263489613479967
"4134","N2,N2-Dimethylguanosine","Tyrosine",1.64414403836869e-16,0.322464467168307
"4135","DHAP/D-GA3P","Phosphoserine",1.69314317500171e-16,-0.251238021737732
"4136","D-Leucic Acid","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",1.7059902737619e-16,0.242362852916586
"4137","Phosphoserine","Reduced Glutathione",1.73485546002673e-16,0.264132741655412
"4138","Glutaric Acid","N2,N2-Dimethylguanosine",1.74355693071464e-16,-0.188629493858126
"4139","Myristic Acid","Succinate",1.75491510398407e-16,-0.156022895363046
"4140","2-Aminoisobutyric Acid","Argininosuccinate",1.80275997951052e-16,0.21377580551804
"4141","Citraconic Acid","G6P",1.80589368201529e-16,-0.258666152164126
"4142","Aspartic Acid","Margaric Acid",1.82105284648703e-16,0.11171136407486
"4143","Glycine","Retinol",1.82411044718133e-16,0.159463631101679
"4144","3HBA","Ribose-5-P",1.82460285711594e-16,-0.142806611357644
"4145","Anthranilic Acid","Guanosine",1.83549874154888e-16,-0.292237442922374
"4146","Aspartic Acid","Urate",1.83601223447206e-16,0.256961862499196
"4147","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Aminolevulinate",1.84521626096506e-16,-0.388095697472506
"4148","Asparagine","SAH",1.87222786960218e-16,0.188918901537076
"4149","1/3-Methylhistidine","G6P",1.88826073523608e-16,0.31812335198405
"4150","Ergocalciferol","Linoleic Acid",1.9014902651975e-16,0.265226059553669
"4151","ADP","gamma-Aminobutyrate",1.91398149765903e-16,0.303588655218985
"4152","Asparagine","Fructose",1.93179835347143e-16,-0.268795420927391
"4153","G1P/F1P/F6P","Maleic Acid",1.9384945798288e-16,-0.314939867515596
"4154","Kynurenic Acid","Nicotinic Acid",1.95884709396474e-16,-0.248054537269278
"4155","gamma-Aminobutyrate","iso-Leucine /allo-isoLeucine",1.97221269901212e-16,0.338703453598302
"4156","Biopterin","Methionine",1.9847327973426e-16,-0.296610714515403
"4157","2'-Deoxycytidine","Arabitol/Xylitol",2.00715923349145e-16,0.0154029198019165
"4158","1-Methylnicotinamide","2-Hydroxyglutarate",2.06739618534287e-16,-0.292751945462731
"4159","2-Hydroxyphenylacetate","6-Methyladenosine",2.07253130160433e-16,0.159109910605184
"4160","Histidine","Oxalacetate",2.07604937988327e-16,-0.32137114927005
"4161","Argininosuccinate","Phosphorylcholine",2.09067146423588e-16,0.210399382596952
"4162","Dimethylarginine (A/SDMA)","Hydrocinnamic Acid",2.09618922902314e-16,-0.19252041931957
"4163","Erythrose-4-Phosphate","Glutaric Acid",2.09821918163589e-16,-0.370602611100392
"4164","2-Aminoisobutyric Acid","Ornithine",2.10765640730254e-16,-0.265290372371214
"4165","5-Methylcytidine","Tyrosine",2.1715965800291e-16,0.32619461058589
"4166","Glutaric Acid","Phosphoserine",2.17634818179521e-16,-0.29188372242588
"4167","Glucose","Taurine",2.17696493912677e-16,-0.290693935301306
"4168","FAD","Ribulose 5-Phosphate",2.18467200171465e-16,-0.338767766415847
"4169","1/3-Methylhistidine","Xanthurenic Acid",2.19395477458551e-16,0.237378609556885
"4170","Guanine","S-Adenosylmethionine (SAM)",2.23068482557132e-16,-0.314939867515596
"4171","Neopterin","Succinate",2.23752134750645e-16,-0.21901730014792
"4172","gamma-Aminobutyrate","Lactate",2.24492819690437e-16,-0.223487040967265
"4173","3-Methyl-3-Hydroxyglutaric Acid","Imidazoleacetic Acid",2.24717845966279e-16,0.402726863463888
"4174","Cytidine","Glutaric Acid",2.31921276491762e-16,-0.232169271335777
"4175","2-Aminoisobutyric Acid","Reduced Glutathione",2.33839328353265e-16,0.205575921281111
"4176","Argininosuccinate","Ornithine",2.33863593435608e-16,-0.128464853045212
"4177","1/3-Methylhistidine","Tryptophan",2.34510729416716e-16,0.254421506206187
"4178","Linoleic Acid","Myristic Acid",2.36178914704395e-16,0.290308058396038
"4179","2'-Deoxycytidine","Ribose-5-P",2.39486826518723e-16,0.229821853495402
"4180","3-(4-Hydroxyphenyl)Propionate","Thiamine",2.44674346703971e-16,-0.118464209917036
"4181","Spermidine","Xanthine",2.45346641320181e-16,-0.305196475657599
"4182","L-Kynurenine","UDP-Glucose",2.46140317248693e-16,0.210302913370635
"4183","Aspartic Acid","Phenylacetic Acid",2.47039318960332e-16,0.254903852337771
"4184","6-Methyladenosine","Dimethylarginine (A/SDMA)",2.47183798392132e-16,-0.2675091645765
"4185","5'-Methylthioadenosine","Tryptophan",2.50371978640301e-16,0.165348253907004
"4186","3HBA","IMP",2.53722532408057e-16,-0.26651231590456
"4187","Cholecalciferol","Erythrose-4-Phosphate",2.55494663959322e-16,-0.35780436040903
"4188","2-Hydroxyglutarate","Inosine",2.59604863276959e-16,0.303910219306708
"4189","2-isoPropylmalic Acid","Urate",2.60068048635904e-16,0.145893626599781
"4190","Erythrose-4-Phosphate","Linoleic Acid",2.64412204861828e-16,-0.23278024310245
"4191","5,6-Dihydrouracil","7-Methylguanine",2.64514795082403e-16,0.237217827513023
"4192","Linolenic Acid","Succinate",2.66743144510254e-16,-0.204289664930221
"4193","cGMP","Glutamic acid",2.70806371010068e-16,-0.307833301176925
"4194","3-Methyl-3-Hydroxyglutaric Acid","Glucosamine",2.77645696523926e-16,0.0374622162196926
"4195","Alpha-Ketoglutaric Acid","Thiamine",2.80233296177529e-16,0.189915750209017
"4196","7-Methylguanine","S-Methylcysteine",2.80314256313733e-16,0.27545179754325
"4197","Agmatine","Margaric Acid",2.81933351230542e-16,-0.150009646922632
"4198","3-(4-Hydroxyphenyl)Propionate","Xanthurenic Acid",2.85850754631559e-16,-0.165187471863142
"4199","ADP","Proline",2.86868279582357e-16,0.315390057238408
"4200","2-Hydroxyphenylacetate","Arginine",2.89711846271666e-16,0.370731236735481
"4201","AMP","Maleic Acid",2.91953316946489e-16,-0.0872403369991639
"4202","5,6-Dihydrouracil","Myristic Acid",2.96735464087154e-16,0.242298540099042
"4203","4-Guanidinobutanoate","5-Methylcytidine",2.97040612093717e-16,-0.367837159945977
"4204","Adenosine","gamma-Aminobutyrate",2.97843327169275e-16,-0.221043153900572
"4205","G6P","Riboflavin",2.98159570187442e-16,-0.344845327673805
"4206","Ethanolamine","Spermidine",3.02326878366408e-16,-0.186153450382661
"4207","3-Hydroxyisovaleric Acid","Kynurenic Acid",3.09654573925212e-16,-0.171232876712329
"4208","Linoleic Acid","Serine",3.11332150060145e-16,0.19705447295646
"4209","Ergocalciferol","Reduced Glutathione",3.14572487093764e-16,-0.288410830278475
"4210","N-AcetylGlycine","N6-Acetyl-Lysine",3.15092023435106e-16,-0.32137114927005
"4211","AMP","N-Ac-L-Glutamine",3.1698605990725e-16,0.248697665444723
"4212","Ornithine","Reduced Glutathione",3.2077551511419e-16,-0.175477522670268
"4213","Argininosuccinate","Ribose-5-P",3.26265950125715e-16,0.166120007717538
"4214","Adenylosuccinate","Oxalacetate",3.30565452516151e-16,0.326741269535018
"4215","Choline","Indole-3-Carboxylic Acid",3.31442675385905e-16,0.378287992796965
"4216","Adenine","Sorbitol",3.33405858992415e-16,0.241430317062191
"4217","5,6-Dihydrouracil","Hypotaurine",3.35242276230018e-16,0.217666730979484
"4218","1-Methylnicotinamide","Erythrose-4-Phosphate",3.36207125275243e-16,-0.283394430510001
"4219","Citraconic Acid","Indole-2-Carboxylic Acid",3.3747049710124e-16,0.3528522734581
"4220","Indole-2-Carboxylic Acid","Ribose-5-P",3.40492858095819e-16,-0.274519261688855
"4221","L-Kynurenine","Sarcosine",3.40492858095819e-16,0.291722940382018
"4222","4-Pyridoxic Acid","Ethanolamine",3.42165860079849e-16,-0.231751238021738
"4223","G6P","Palmitic Acid",3.45917473199014e-16,-0.345391986622934
"4224","Allantoin","Xanthine",3.47129826872752e-16,0.201556370184578
"4225","Spermidine","Xanthurenic Acid",3.47188723014117e-16,0.165026689819281
"4226","AMP","Oxalacetate",3.51016634181304e-16,-0.343559071322915
"4227","gamma-Aminobutyrate","Spermidine",3.53107894616307e-16,0.305839603833044
"4228","Argininosuccinate","Proline",3.58167014740632e-16,0.342465753424658
"4229","Cholecalciferol","Phosphoserine",3.58167014740632e-16,-0.239533088944627
"4230","NAD","Phenylalanine",3.60865114526429e-16,0.208051964756576
"4231","Citraconic Acid","Hypoxanthine",3.66851336239319e-16,0.144864621519069
"4232","4-Pyridoxic Acid","AMP",3.68326802897777e-16,0.275483953952023
"4233","Deoxyguanosine","Pyridoxamine",3.76462238108329e-16,0.238343301820053
"4234","2-Aminoadipate","Cholesteryl Sulfate",3.78352457528232e-16,-0.227120715158531
"4235","2-Hydroxyglutarate","Biopterin",3.83490139957483e-16,-0.318091195575278
"4236","Choline","Creatine",3.87646667191015e-16,0.299215383625957
"4237","Acetylcholine","Phosphoserine",3.97381502917355e-16,0.301948678371599
"4238","AMP","Argininosuccinate",3.98031828770136e-16,0.193356485947649
"4239","Creatine","Ribulose 5-Phosphate",3.98031828770136e-16,0.233809248183163
"4240","Dimethylglycine","N-Ac-Alanine",3.99134800815373e-16,0.283748151006496
"4241","Pyridoxamine","Trigonelline",4.00305840905767e-16,0.336484661393016
"4242","Glycerophosphocholine","Niacinamide",4.02916503766608e-16,0.330214161682423
"4243","Dimethylarginine (A/SDMA)","Maleic Acid",4.03170991676715e-16,-0.24155894269728
"4244","5,6-Dihydrouracil","Glycine",4.10715960680572e-16,-0.151102964820889
"4245","Carnitine","Pipecolate",4.14726886464195e-16,0.2942954530838
"4246","Cadaverine","Sedoheptulose 7-Phosphate",4.15894981574042e-16,-0.227988938195382
"4247","5,6-Dihydrouracil","Homocitrulline",4.19264003768858e-16,-0.286384976525822
"4248","Choline","Cystathionine",4.1945941784765e-16,-0.21306836452505
"4249","Cystathionine","Oxalacetate",4.19918542613105e-16,-0.316933564859477
"4250","N-Ac-Phenylalanine","Oxalacetate",4.23152163079487e-16,0.320374300598109
"4251","Homoarginine","N-Acetyl-Aspartate (NAA)",4.26661329398938e-16,-0.183420155637018
"4252","Ethanolamine","Phosphoserine",4.28085659481382e-16,-0.245610650202585
"4253","Glycerophosphocholine","Pseudouridine",4.28960792570799e-16,-0.300951829699659
"4254","Carnosine","Glycerol-3-P",4.31166346309209e-16,-0.3528522734581
"4255","2-Aminoisobutyric Acid","Niacinamide",4.3479068691479e-16,-0.352402083735289
"4256","5-Methylcytidine","Creatine",4.34937567593366e-16,-0.160492636182391
"4257","Glucose","Xanthine",4.38311252603278e-16,-0.242716573413081
"4258","2-Aminoadipate","UMP",4.43619867871278e-16,-0.41748665509036
"4259","Cytidine","Suberic Acid",4.50962830762006e-16,-0.274647887323944
"4260","Retinol","Serine",4.51583749814782e-16,0.267187600488777
"4261","2'-Deoxycytidine","Ethanolamine",4.53992434992961e-16,-0.114090938324008
"4262","Carnosine","Inosine",4.55348952072165e-16,-0.254678757476365
"4263","Maleic Acid","N6-Acetyl-Lysine",4.56717656262693e-16,-0.305518039745321
"4264","Cadaverine","Citrulline",4.58609001453266e-16,0.247604347546466
"4265","Linoleic Acid","Putrescine",4.59618795618634e-16,0.373078654575857
"4266","Reduced Glutathione","Uridine",4.60520837177082e-16,0.231429673934015
"4267","DCDP","Glycerol-3-P",4.61286289426709e-16,-0.31612965464017
"4268","Arabitol/Xylitol","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",4.62800989161156e-16,-0.268055823525629
"4269","Dimethylglycine","Methionine",4.62800989161156e-16,0.273104379702875
"4270","2-Hydroxyisobutyrate/2-Hydroxybutyrate","4-Pyridoxic Acid",4.62951167679076e-16,-0.252524278088623
"4271","Histamine","Hypotaurine",4.63250448529976e-16,-0.263360987844877
"4272","5-Methylcytidine","N-Ac-Alanine",4.64607697793527e-16,0.219885523184771
"4273","Glucoronate","Glycerophosphocholine",4.65745316338486e-16,-0.299054601582095
"4274","Cholesteryl Sulfate","Valine",4.67516766883127e-16,-0.33484468454563
"4275","gamma-Aminobutyrate","Succinate",4.74579513865844e-16,-0.165894912856132
"4276","Cholesteryl Sulfate","Phosphorylcholine",4.75572286445934e-16,-0.0775291015499389
"4277","Argininosuccinate","Thiamine",4.75914910023594e-16,0.338028169014085
"4278","Adenylosuccinate","Lactate",4.78437837831009e-16,-0.157309151713937
"4279","1-Methylnicotinamide","G6P",4.8226661747163e-16,-0.272268313074796
"4280","Alanine","IMP",4.8226661747163e-16,0.381375008039102
"4281","Leucine /D-Norleucine","Urate",4.83820812264909e-16,-0.364428580616117
"4282","GMP","Hypotaurine",4.88392231951458e-16,0.227345810019937
"4283","3-Aminoisobutyrate","Proline",4.89360730426542e-16,0.285741848350376
"4284","Ethanolamine","Maleic Acid",4.99451860148192e-16,0.118335584281947
"4285","3-(4-Hydroxyphenyl)Propionate","Azelaic Acid",4.99868597619635e-16,0.18358093768088
"4286","Guanine","Indole-2-Carboxylic Acid",5.01792766874556e-16,0.245031834844685
"4287","GMP","Sucrose",5.09404318746907e-16,-0.146118721461187
"4288","Lysine","Trigonelline",5.10622039684216e-16,0.284970094539842
"4289","Asparagine","Cholecalciferol",5.16060703311454e-16,-0.271496559264261
"4290","Phosphorylcholine","Trigonelline",5.16060703311454e-16,-0.297093060646987
"4291","Citrulline","NADH",5.16109821795909e-16,0.260016721332562
"4292","Acetylcarnitine","Leucine /D-Norleucine",5.1652966842911e-16,-0.264422149334362
"4293","Adipic Acid / 3-Methylglutaric Acid","Homocitrulline",5.17689918785569e-16,0.299633416939996
"4294","S-Methylcysteine","Xanthine",5.17964089649372e-16,0.381921666988231
"4295","4-Pyridoxic Acid","Homoarginine",5.18980698020569e-16,0.273007910476558
"4296","2-Aminoisobutyric Acid","UDP-Glucose",5.24490518841659e-16,-0.302109460415461
"4297","Arginine","Homoarginine",5.28194241418139e-16,-0.198662293395074
"4298","3-(4-Hydroxyphenyl)Propionate","Palmitic Acid",5.29825987045156e-16,0.362724290951187
"4299","5,6-Dihydrouracil","Pyroglutamic Acid",5.31509360301427e-16,0.315454370055952
"4300","Ergocalciferol","L-Kynurenine",5.347903328377e-16,-0.334072930735096
"4301","7-Methylguanine","N-Ac-Alanine",5.4935949966555e-16,0.206058267412695
"4302","Allantoin","Kynurenic Acid",5.50113371298556e-16,-0.380571097819796
"4303","Anthranilic Acid","Spermidine",5.55256144763511e-16,-0.203775162389864
"4304","Agmatine","Glycine",5.56562149076567e-16,-0.0327352241301691
"4305","Indole-3-Carboxylic Acid","Myristic Acid",5.5684587800904e-16,0.324747572191138
"4306","4-Pyridoxic Acid","Inosine",5.68834178727081e-16,-0.292430381375008
"4307","Hypoxanthine","N-Acetyl-Aspartate (NAA)",5.71572757880106e-16,0.306514888417262
"4308","Lysine","N-Acetyl-Aspartate (NAA)",5.7236162673752e-16,0.308830149848865
"4309","Homoarginine","IMP",5.8035214290547e-16,0.263521769888739
"4310","Citrulline","Phosphoserine",5.80664775374324e-16,0.367579908675799
"4311","Cadaverine","Erythrose-4-Phosphate",5.82078438754046e-16,-0.284648530452119
"4312","Glycine","Xanthurenic Acid",5.83380517483018e-16,-0.195543121744164
"4313","2'-Deoxycytidine","Thiamine",5.85093052911868e-16,0.294231140266255
"4314","Choline","Dimethylarginine (A/SDMA)",5.8555018257127e-16,-0.347417840375587
"4315","Erythrose-4-Phosphate","Glucose",5.86043767147945e-16,0.24114090938324
"4316","gamma-Aminobutyrate","Threonine",5.90621505309587e-16,0.257669303492186
"4317","Adenylosuccinate","Niacinamide",5.93843225403337e-16,-0.291272750659206
"4318","Argininosuccinate","Glucoronate",6.0319314851184e-16,0.27374750787832
"4319","Alanine","FAD",6.14952217598648e-16,0.316226123866487
"4320","Alpha-Ketoglutaric Acid","Hypotaurine",6.16376300339161e-16,0.232812399511223
"4321","Adenine","N-Ac-L-Glutamine",6.29633723288448e-16,-0.247668660364011
"4322","Pantothenate","Sarcosine",6.29808424665303e-16,-0.364171329345939
"4323","Arabitol/Xylitol","Choline",6.30456666672688e-16,-0.15962441314554
"4324","Betaine","Hypoxanthine",6.4014908022023e-16,0.18557463502476
"4325","Acetylcarnitine","N-Ac-Phenylalanine",6.55017652329228e-16,0.163836902694707
"4326","NAD","Trigonelline",6.58097049267392e-16,-0.193967457714322
"4327","betaAlanine","Imidazoleacetic Acid",6.59521155696303e-16,0.37156730336356
"4328","2-Hydroxyphenylacetate","Trigonelline",6.70961183867704e-16,0.187568332368641
"4329","2-Hydroxyglutarate","Glucoronate",6.72732108741874e-16,-0.147597916264712
"4330","Cholesteryl Sulfate","Glucosamine",6.83550467139158e-16,-0.175895555984308
"4331","4-Hydroxybenzoic Acid","Fructose",6.85577328179763e-16,0.514470383947521
"4332","NADH","UDP-Glucose",6.89224012803835e-16,-0.237989581323558
"4333","5,6-Dihydrouracil","cAMP",6.89947682350358e-16,0.252041931957039
"4334","G1P/F1P/F6P","Succinylcarnitine",6.91332521643327e-16,0.28040388449418
"4335","2-Aminoadipate","gamma-Aminobutyrate",6.94088374597242e-16,0.397260273972603
"4336","Ethanolamine","Xanthine",7.03035802296061e-16,0.341726156022895
"4337","Cysteinyl-Glycine (Cys-Gly)","Xanthurenic Acid",7.08471374504486e-16,0.184127596630008
"4338","Arabitol/Xylitol","Margaric Acid",7.1800102808738e-16,-0.234066499453341
"4339","2'-Deoxycytidine","N2,N2-Dimethylguanosine",7.19331173600332e-16,0.212296610714515
"4340","cGMP","N-AcetylGlycine",7.19331173600332e-16,-0.14119879091903
"4341","Arginine","cGMP",7.26207409521359e-16,-0.162357707891183
"4342","3-Hydroxypropionic Acid","Lysine",7.34799998815427e-16,0.381953823397003
"4343","cAMP","Xanthurenic Acid",7.40107820392677e-16,0.152550003215641
"4344","Pyroglutamic Acid","Riboflavin",7.45097130983521e-16,0.188790275901987
"4345","Oxalacetate","Sedoheptulose 7-Phosphate",7.52092844299196e-16,-0.227860312560293
"4346","Erythrose-4-Phosphate","Oxalacetate",7.53260591419966e-16,-0.264197054472956
"4347","Erythrose-4-Phosphate","SAH",7.55073012617309e-16,0.156987587626214
"4348","2-Hydroxyglutarate","UDP-Glucose",7.67017006912385e-16,0.168724676828092
